id,text,created_at,type,retweet_count,reply_count,like_count,quote_count
1908247571098652915,Another ominous close. Expect big volatility and gaps in coming days.,2025-04-04T19:57:29+00:00,original,87,33,1472,7
1908231586996256877,We are getting close to the NYSE Level 1 circuit breaker that kicks in at -7%.,2025-04-04T18:53:58+00:00,original,48,37,948,7
1908230426994630859,@MrBullRunner Maybe you should Google me.,2025-04-04T18:49:21+00:00,original,0,1,14,0
1908230306014052681,@MrBullRunner Your point?,2025-04-04T18:48:52+00:00,original,0,0,7,0
1908226941099917434,"@0j010209 Taking your time to advise me on my Twitter page unsolicited, but I get triggered.  Lol! You're delusional.",2025-04-04T18:35:30+00:00,original,0,1,5,0
1908226721251312103,@0j010209 You are very presumptuous and rude.  You know nothing about me. I don't get triggered. YOU are obviously triggered by me.,2025-04-04T18:34:38+00:00,original,0,3,8,0
1908225887264297445,"My grandfather came to this country from italy and opened a pizza restaurant in 1935, which he later passed down to my father and then to my brother in the 70s. I dropped out of school in the 8th grade and worked as a musician to support myself while I pursued stock trading in https://t.co/cN5TFIqHfe",2025-04-04T18:31:19+00:00,original,28,91,1646,2
1908224357962289164,@0j010209 Pardon my harsh response if you mean well... but it doesn't sound that way.,2025-04-04T18:25:14+00:00,original,0,0,4,0
1908223982660170217,"@0j010209 Wtf are you talking about? I'm a grown man, I'll make my own choices on my own Twitter. Worry about your miserable life.",2025-04-04T18:23:45+00:00,original,0,4,16,0
1908223609903988801,@Crismo999 It doesn't matter. Read them many times.,2025-04-04T18:22:16+00:00,original,0,0,32,0
1908208642488205459,"By the way, to my Twitter (X) followers, if you don't already know this, I love you.!  99.9% wonderful people committed to learning and constructive idea exchange. Don't ever let the Negatoilets steal your happiness, piss on your Mona Lisa, or fuel you to be anything other than",2025-04-04T17:22:47+00:00,original,34,69,1695,4
1908207118806900796,It was a great idea. It's a shame that scum losers had to spoil good clean fun. What clowns!  Get a life!!! https://t.co/7ud2Yq5yZ8,2025-04-04T17:16:44+00:00,quote,4,22,188,0
1908206166439559398,What a shame. https://t.co/aRFz4kFrxO,2025-04-04T17:12:57+00:00,quote,4,16,132,0
1908159717324538254,@St0CRATES lol,2025-04-04T14:08:23+00:00,original,0,1,28,0
1908159524654985354,"If you think we are out of the wood, even if you turn out to be correct... you're a child trader that will eventually blow up.",2025-04-04T14:07:37+00:00,original,80,95,1437,13
1908155632986792367,What will the SPY do first from here?,2025-04-04T13:52:09+00:00,original,16,53,177,4
1908149844297822718,The complacency and the writing were on the wall. https://t.co/9RUMtDxMLs,2025-04-04T13:29:09+00:00,quote,21,18,297,1
1908149169279123647,"I've seen this type of market reset so many times in my career, it's like an old boring movie.",2025-04-04T13:26:28+00:00,original,171,113,3051,14
1908145629538168846,"This 👇may turn out to be true, but here is the problem. https://t.co/0jslgtCyY9",2025-04-04T13:12:24+00:00,quote,5,3,43,0
1908144006019563831,@Likeaduck2 @ppodraza Lol!,2025-04-04T13:05:57+00:00,original,0,1,4,0
1908142105660121179,"I had a strong sense the market was in trouble and I covered too early yesterday when, I heard arguments suggesting ""the market can't go down much anymore in modern times"" ""circuit breakers will never get tripped"" ""times have changed.""  That kind of complacency and cluelessness",2025-04-04T12:58:24+00:00,original,265,85,2371,30
1908138030788923609,@Likeaduck2 Lol!,2025-04-04T12:42:12+00:00,original,0,9,10,0
1908135722885808621,"10,000 votes overnight almost all  for Qulamaggie???  🤣🤣🤣 #bot https://t.co/XIFUapHSIe",2025-04-04T12:33:02+00:00,quote,9,130,317,4
1908015830765371843,@001122_hari Proprietary Leadership Profile rankings available on my platform for members.,2025-04-04T04:36:37+00:00,original,0,0,22,0
1908014567554199713,"As you may know if you have been following me, I shorted $SPY on Feb. 24, covered half on Mar, 11, and covered the rest yesterday into morning weakness.  I think I covered too soon, but I'm happy with an 8R profit. That said, the market looks like it wants even lower. https://t.co/rtF9HrWk1h",2025-04-04T04:31:36+00:00,original,82,46,1108,10
1907983690719801409,Where are my followers when I need them?  Lol! https://t.co/XIFUapHSIe,2025-04-04T02:28:55+00:00,quote,9,80,429,2
1907934995068633390,@hoangbrian Lol!  You selectively picked ONE country.  Come on.. don't be ridiculous.,2025-04-03T23:15:25+00:00,original,1,5,40,0
1907914216822157336,"Some think selling or covering early and leaving money ""on the table"" is a bad thing... It's not! I do it on most of my trades. Let me explain why.  In trading, you are either early or you're late. Being late naturally means going through volatility, but when you exit early into https://t.co/C246LMCNec",2025-04-03T21:52:51+00:00,quote,132,58,1299,19
1907887725161636168,"Ominous close! The simple fact that I routinely exit early suggests the market goes even lower.  Today, I covered my $SPY short initiated on Feb. 24. https://t.co/InjEDIBCSA",2025-04-03T20:07:35+00:00,original,67,38,911,13
1907872181486272630,The race is on! https://t.co/uf6OkgDrzi,2025-04-03T19:05:49+00:00,quote,5,11,142,1
1907871365161513216,The market is discounting a potentially long drawn out tarrif war. What if this leads to better trade terms for the U.S. throughout the world at a time when the market has corrected and the Fed starts easing?  💥🚀 🙏,2025-04-03T19:02:34+00:00,original,182,169,2163,29
1907867240172756996,@DaveTheGrateful @newmarketwizard Pre defined screens. My screens. Custom screening update will be released soon.  but you don't need any more than the screens I provide.,2025-04-03T18:46:11+00:00,original,0,2,12,0
1907864990343901596,@newmarketwizard From my new Minervini Markets 360 platform due to be released later this month.,2025-04-03T18:37:14+00:00,original,0,3,46,0
1909819738634461219,@GammaKing43 😇🙏👊,2025-04-09T04:04:43+00:00,original,0,0,8,0
1909818267574677543,I see some people unfollowed me because of this 👇post. Good. Goodbye!!! The last thing I need or want is anyone in my wonderful inner circle who cheers on hate and violence as if it's justified.  This space isn’t for you—never was. https://t.co/h1jzxfYlKq,2025-04-09T03:58:52+00:00,quote,11,30,452,1
1909811715539194022,@PhilipL03182735 Lol! I'm not offended. I'm embarrassed for her and for our country.,2025-04-09T03:32:50+00:00,original,0,0,6,0
1909811353159606777,@followsuit7 Show me!  I challenge you. Show me 100 MAGA's wishing death on a president. ANY PRESDIENT!,2025-04-09T03:31:23+00:00,original,1,4,43,0
1909810041571385666,Update: We sold $ALHC today and nailed down a 25% profit. It was originally purchased on two dates: Mar 14 &amp; Mar 18. We sold $BRK.B about 5-days ago into strength and nailed down a decent little swing profit. The purchase date was Mar 13.  $SPY I covered a few days ago (too https://t.co/WyqNe4WNX2,2025-04-09T03:26:11+00:00,quote,9,18,272,2
1909809838755840059,@JMC_205 @jamestauschen I just play with the clowns. Hopefully they learn and grow the F up.,2025-04-09T03:25:22+00:00,original,0,0,3,0
1909806706290212946,"@jamestauschen Must be that PhD that made you so clairvoyant. You're so able to read between the lines. 👏Lol!  Your ego is so big, that it actually bothers you what a complete stranger post on THEIR Twitter page.  Seek therapy. Best wishes!",2025-04-09T03:12:55+00:00,original,0,1,10,0
1909805517213409416,@jamestauschen Are you upset that an 8th grade dropout is more successful than you and your PhD? Do I trigger you?,2025-04-09T03:08:12+00:00,original,0,1,4,0
1909804524493013213,@guydroog @jamestauschen Not mine!,2025-04-09T03:04:15+00:00,original,0,1,4,0
1909804440921543156,@jamestauschen And it IS cool. Just not to a lame F like you.,2025-04-09T03:03:55+00:00,original,0,0,3,0
1909803913622040769,"@jamestauschen I have 600,000 followers and you have 38. I think you're opinion may be in the minority.  Just sayin.",2025-04-09T03:01:50+00:00,original,0,0,3,0
1909800857937588610,"Believe it or not, trading is no different than learning how to put 10 shots on five targets while moving 40 feet in 4.3 seconds. It's all about efficiency and optimization, which is driven purely by skill.  There is no luck in shooting, and there is no luck in trading. https://t.co/glxqNncyum",2025-04-09T02:49:41+00:00,original,12,20,257,0
1909797759089074383,@kekbarbara That's true. I know... my wife is Russian.,2025-04-09T02:37:22+00:00,original,0,1,4,0
1909795141612675143,@KshitijAMalve @marketsurge Precisely!,2025-04-09T02:26:58+00:00,original,0,0,5,0
1909794970732478923,"@kekbarbara Yes, I am Italian. Eastern Bloc women do have that distinct blend of elegance, strength, and no-nonsense attitude that’s hard to miss. But hey—Italian women bring the heat, the style, and that unmistakable flair for life... and cooking! Lol!  But eastern bloc women are the best,",2025-04-09T02:26:17+00:00,original,0,1,4,0
1909793676210942064,"When your trading is making you feel like, it's time to do this &gt;&gt;&gt; https://t.co/8Y7RfjGlkd Sponsored by @marketsurge https://t.co/wzSVEUFgYB",2025-04-09T02:21:09+00:00,original,3,8,92,0
1909793146805907643,@justin323032 VERY little. I'm in cash.,2025-04-09T02:19:03+00:00,original,0,0,8,0
1909792944506232930,@kekbarbara Mee too.,2025-04-09T02:18:14+00:00,original,0,1,3,0
1909792194715672634,"@AntilesSeth @Jkylebass @SecScottBessent Lol! Yes, he's trying to talk the market down. 🤣",2025-04-09T02:15:16+00:00,original,0,0,1,0
1909789908287250528,"@yeongdongm21594 Actually, during turmoil, traders get humbled and come to learn.",2025-04-09T02:06:10+00:00,original,0,1,15,0
1909789725415596457,@kekbarbara 😇🙏,2025-04-09T02:05:27+00:00,original,0,0,6,0
1909789491860029807,@Swing_Positive Insult me?  Of course not! You should take your time and make sure it's a good fit for you and you feel confident attending.,2025-04-09T02:04:31+00:00,original,0,0,3,0
1909787229846745497,"@ChartsJavi I have turned hundreds that I know of (and likely thousands who I don't know) to a new and better way of thinking. And even if it was one, it's worth the effort. My goal isn't about them, it's about me being the best version of myself.",2025-04-09T01:55:32+00:00,original,0,3,53,0
1909785396776489336,"People always ask, ""Why do you even respond to the haters and the Negatoilets?"" Because THEY are the ones who need help. And i am the one who wants to learn and practice how to love more. It's easy to love those who are nice and agree with you. Try loving your enemies.",2025-04-09T01:48:15+00:00,original,24,54,718,5
1909782429272781023,"@jack72223 Sorry you didn't get the response you were looking for. Learn about the ego, and maybe you will see that you are the arrogant one. I was having fun with you and trying to teach you a bigger lesson. But your ego kept your mind closed and only saw an attack. Best wishes!",2025-04-09T01:36:27+00:00,original,0,0,2,0
1909781412393209909,"@jack72223 Lol!  Talk to those who know me and those who have learned from me. You obviously know nothing and have an ego that I bruised. Good luck, buddy!",2025-04-09T01:32:25+00:00,original,0,0,3,0
1909780237925130679,@Swing_Positive Ask these people... https://t.co/kfgOtuTuIh,2025-04-09T01:27:45+00:00,original,0,1,7,0
1909779936732205319,@ChibuezeOnochi1 There is one replay each night.,2025-04-09T01:26:33+00:00,original,0,0,2,0
1909779516458705211,2025 Master Trader Program Superperformance Workshop with Mark Minervini is now open for registration.  $500 early bird discount. Limited time offer. REGISTER NOW! https://t.co/ma0CBso6oz https://t.co/LFiEqybzQJ,2025-04-09T01:24:53+00:00,original,4,8,86,0
1909778964547354700,@mykung12 https://t.co/ma0CBsoEe7,2025-04-09T01:22:41+00:00,original,0,0,2,0
1909777643949453650,"@jack72223 And i'm sorry to tell you, but you are uncoachable and looking for a handout. The first time I gave you a lesson, you insulted me. And yes, that was a lesson and a test. YOU FAILED!  You know how to teach yourself better than I do. Good luck.",2025-04-09T01:17:26+00:00,original,0,1,4,0
1909746194974187913,"@jack72223 Fair would be you pay AND I get a share of your profits.  Unfair to me is you only pay 6k and learn how to succeed for life. 😎 I already have the knowledge, AND I'm already rich. How committed are you to YOUR future is the important question?",2025-04-08T23:12:28+00:00,original,0,2,3,0
1909718051823513930,2025 Master Trader Program Superperformance Workshop with Mark Minervini is now open for registration.  $500 early bird discount. Limited time offer. REGISTER NOW!  https://t.co/8Y7RfjGlkd,2025-04-08T21:20:39+00:00,original,3,23,121,0
1909711283726721032,"@MattWil78593359 I dont have a side, my friend. My side is on the side of decency, peace, and human goodness.",2025-04-08T20:53:45+00:00,original,0,2,3,0
1909711007649235390,@MattWil78593359 That's a great quote from the bible. But I'm pretty sure I'm focusing on the log. And i'm quite certain I help others.,2025-04-08T20:52:39+00:00,original,1,2,5,0
1909678808086856026,@MattWil78593359 Lol!  I never heard that one.,2025-04-08T18:44:42+00:00,original,0,2,2,0
1909678484865085632,"@rickpiedade Then, make an intelligent argument and exercise your freedom of speech. And VOTE. Oh wait, there was an election. The people spoke, and it's time to wish our president well and not bite our noses off to spite our faces.",2025-04-08T18:43:25+00:00,original,0,1,10,0
1909677603918659942,"@PGonchain Freedom, opportunity, human rights, and respect &amp; value for human life.",2025-04-08T18:39:55+00:00,original,2,5,20,0
1909639861973233879,@prax81 No post like this means Mark is a decent human being that is willing to say what should be said.,2025-04-08T16:09:57+00:00,original,0,1,38,0
1909635597985022364,"I am ashamed, and I apologize to the world for the actions of this group of individuals. Please do not judge our country by the actions of hate mongers that do not represent american values. https://t.co/h1jzxfYlKq",2025-04-08T15:53:00+00:00,quote,15,65,662,5
1909634527221121484,"These are the same people who will say you triggered them or disrespected them if you don't speak in a certain way that they approve of.  But they can publically parade death wishes on their own president. Unilateral freedom of speech.  Absolute lunatic, narcissistic, hypocrites.",2025-04-08T15:48:45+00:00,original,10,26,458,0
1909633173945720856,"We should be ashamed of ourselves as fellow human beings and as a country.  Only despicable, disgusting, ignorant monsters could ever be proud of such a stance. If you wonder why your life is miserable or unsuccessful, this type of thinking definitely plays a major role. If you https://t.co/VRb2eTsYQj",2025-04-08T15:43:22+00:00,quote,37,79,802,5
1909617136139370534,Will seasonality/cycles help this market? https://t.co/JyeWBzQsqc,2025-04-08T14:39:38+00:00,original,49,34,583,9
1909612844833710512,I just got this great video of happy birthday wishes from my party in January. Thank you everyone! Mark Minervini's 60th Birthday Party - Happy Birthday Wishes at House of... https://t.co/zIlL4cNymk via @YouTube,2025-04-08T14:22:35+00:00,original,1,17,196,0
1909610826765398382,The gloves are off!  Lol! https://t.co/Ys4dSma6nT,2025-04-08T14:14:34+00:00,quote,4,14,349,0
1909483275925463474,"Just did some late night screening. There are few stocks meeting my buy criteria. The market needs some time to repair.  But in time, a new bull market will emerge led by new names. Now is the time to roll up your sleeves and put in the work so you are prepared to act decisively",2025-04-08T05:47:44+00:00,original,157,62,2221,15
1909437260040196102,@RedRoccck Not the top of my head!  lol!,2025-04-08T02:44:53+00:00,original,0,1,21,0
1909429089007554729,The first time I met Bill O'Neil in the 1980s. Blessed to have know him. R.I.P. 😇🙏 https://t.co/1BMZsavncb,2025-04-08T02:12:24+00:00,original,25,45,1386,0
1909406350192312344,@11dbrowns Lucky you!,2025-04-08T00:42:03+00:00,original,0,0,10,0
1909302329590817188,"@WuffettBarken Lol!  The data is right there in from of you. Not much ambiguity.  And they were near, not 6 months",2025-04-07T17:48:43+00:00,original,0,2,47,0
1909301762646847883,"@RockBtmEntries I have a couple of reliable ""contrary indicator friends"" too.",2025-04-07T17:46:27+00:00,original,2,2,79,0
1909299815520891000,"Since 1928,the S&amp;P 500 has only had 15 instances of consecutive daily losses greater than -4.5%. Over the next one to two months, the S&amp;P lost more ground only twice and only once over the following six months. Notwithstanding 1920s and 30s, this condition generally occurred near https://t.co/MxtEKrnqg9",2025-04-07T17:38:43+00:00,original,206,69,1443,13
1909263292960551246,"@JoeBanner13 Lol!  No, I have not lost my mind.  Recessions reduce people's buying power every time. You are saying the way you ""reduce"" is the deciding factor? Maybe it's your mind that you should be checked. I'm quite certain mine is stable and rooted in proven long term experience and",2025-04-07T15:13:36+00:00,original,0,1,11,0
1909261461043425446,"Prior to the wheels coming off the wagon, individual stocks had already been breaking down one by one as  market leadership was becoming increasingly narrow. There were a number of basic but powerful warning signs that got me out of stocks and short the $SPY before the big https://t.co/UdBFaf4MVY",2025-04-07T15:06:19+00:00,original,96,25,891,8
1909257657539567919,@moeedahmed 😇🙏,2025-04-07T14:51:12+00:00,original,0,0,8,0
1909252638874427662,@Divy006 Yes!  FYI: I'm Buddhist.,2025-04-07T14:31:15+00:00,original,2,0,15,0
1909248217767625195,@chancr7 I could say the about virtually every trade I've ever made. I made 9Rs.  No reason to feel bad about making a killing.,2025-04-07T14:13:41+00:00,original,0,6,132,0
1909247909633146979,"You can't pop a balloon that isn't filled with air, and when the banana is ripe, the peel comes off very easily. This market was ripe to fall; a tough time to announce large tariffs. That's not to say that any time would be an easy time for such aggressive measures. https://t.co/IkVX4y8yzB",2025-04-07T14:12:28+00:00,quote,33,18,502,1
1909246699287048396,"Modern day 87 Crash. $SPY is down 16% in 9 days.  I've seen this movie before. The market WILL eventually recover from this bear market and another bull market will emerge offering MANY opportunities in dynamic fast growing companies. But in the short term, volatility will be off https://t.co/Gen0y6tfo6",2025-04-07T14:07:39+00:00,original,141,44,1510,7
1909243665920237603,"@Schooty3 @standuquesne @nntaleb Yes, it is.",2025-04-07T13:55:36+00:00,original,0,0,9,0
1909241073546690996,"You know it's a hot topic when @standuquesne AND @nntaleb BOTH respond to your post.  Druckenmiller said in his interview ""I don't want to leave this interview as tariff man.""  Lol! https://t.co/QgNK1zLrbs",2025-04-07T13:45:18+00:00,quote,6,10,228,2
1909237005197734226,"The Tariff Act of 1930, also known as the Smoot–Hawley Tariff Act, was a protectionist trade measure signed into law in the United States by President Herbert Hoover on June 17, 1930. https://t.co/SuuEqlrGbS",2025-04-07T13:29:08+00:00,original,88,35,688,7
1909096661646799048,@riotwomennn @LawBadger @standuquesne Amazing such a mess of a man managed to win the presidency twice.,2025-04-07T04:11:28+00:00,original,0,2,11,0
1909070582575948140,"Follow my good friend Mike Oglesbee here on X.  He specializes in working with people who are suffering from anxiety, fear, depression, and he helps people reclaim their lives. He got really great results for some close friends of mine. Mike is relatively new to the https://t.co/g8GJH7XISd",2025-04-07T02:27:50+00:00,quote,19,23,355,0
1908969796173254954,@MiffedFan You must still be young. Lol,2025-04-06T19:47:21+00:00,original,0,1,8,0
1908969554132222008,@herculas23 Ahhhh... right!,2025-04-06T19:46:23+00:00,original,0,0,8,0
1908969393809436698,"@the1Jax Lol. True, but i still use them.",2025-04-06T19:45:45+00:00,original,0,2,10,0
1908963614150533363,@plantmath1 It is not ridiculous. Assuming a 25% rate is ridiculous.,2025-04-06T19:22:47+00:00,original,0,9,20,0
1908945862069268807,"Final touch a keyboard and mouse for trading, and it's perfect. 🥰 https://t.co/7XbZ50OYBF",2025-04-06T18:12:14+00:00,original,23,99,542,5
1908936169938735118,@futuresonly1 Countries CAN control imports and exports. Globalization doesn't just happen.,2025-04-06T17:33:43+00:00,original,0,3,19,0
1908915040738246720,"Holy cow!  If you want to fuel comments on your post, just mention the word Trump. 👇 I should also remind everyone that Trump and tarrifs are not new.  Again, I'm just reporting the facts. Trump used tarrifs during his first term. On March 1, 2018, Trump announced his intention https://t.co/OXdJdFIQzi",2025-04-06T16:09:46+00:00,quote,41,99,800,3
1908904316997345339,@JamesBe36643013 People forget that,2025-04-06T15:27:09+00:00,original,0,2,20,0
1908904184063131817,@joe66807542 Nothing has really changed other than Trump stepping up the leverage.,2025-04-06T15:26:37+00:00,original,1,12,53,1
1908885063061643402,@Josh_Young_1 No reason  Mamy are Excluded. Just an example.,2025-04-06T14:10:39+00:00,original,0,4,25,0
1908880484622316032,"More than 60% of S&amp;P 500 stocks are down 20% or more. We are in a bear market, most likely a cyclical bear.  This would be the third cyclical bear market in a decade. We don't normally see 3 bear markets per decade. The 1960s comes to mind. But even the Cuban Missile Crisis was https://t.co/OkvXoPQmI8",2025-04-06T13:52:27+00:00,original,258,68,1889,26
1908855557080875423,Druckenmiller on Tariffs. 👇 https://t.co/W5ErCdUx3Z,2025-04-06T12:13:24+00:00,original,828,172,4503,171
1908803020420526170,"When it comes to the masses, I subscribe to contrary opinion. So, for the sake of the country, I hope these poll results turn out to be wrong.",2025-04-06T08:44:38+00:00,original,9,50,269,1
1908799056643539291,"In your opinion, do you think Trump's tariffs will succeed or fail?",2025-04-06T08:28:53+00:00,original,34,152,229,5
1908724810164686865,@Jillybeans_93 😇🙏,2025-04-06T03:33:51+00:00,original,0,0,32,0
1908568547501936881,"@stockpickkid That's looking at the problem. There are solutions, and to find solutions, you need to look for them.",2025-04-05T17:12:55+00:00,original,2,9,84,0
1908566676821377199,"@wrudyka Actually,  I wrote this off the top of my head while I'm sitting here waiting to play tennis  lol",2025-04-05T17:05:29+00:00,original,0,3,68,0
1908566501788889521,@FeddyWarbuck That's where legal immigration comes in. Or where technology meats manufacturing and we can compete on the manufacturing level. I think you're looking very narrow-minded,2025-04-05T17:04:48+00:00,original,0,1,11,0
1908565675691696247,@hindsight2020is I think it could be a source of revenue. But how much is really the question? I don't think that would be a good main goal,2025-04-05T17:01:31+00:00,original,0,3,9,0
1908565356178006289,"@SMktResearcher I think that for most that are making that accusation, they don't have real knowledge of what's actually going on in the inside or what type of planning an execution is actually taking place. Personally, I have no idea how well this was thought out and how well the numbers are",2025-04-05T17:00:14+00:00,original,3,23,158,0
1908564828081291770,@FeddyWarbuck Lol,2025-04-05T16:58:09+00:00,original,1,1,12,0
1908559977159205356,"First, let me say, I'm not a Trump fan... I'm a fan of doing what's best for the country with a long-term horizon in mind.  There are those who argue that we no longer need a manufacturing base in our economy—that it's an outdated sector, and we can comfortably rely on technology",2025-04-05T16:38:52+00:00,original,414,632,3426,61
1908535076997968326,"Your obligation to yourself is to establish a goal, to proceed to that goal with determination and curiosity, and upon reaching it, establish a new higher goal. That's the process and road to exceptionalism.🏆",2025-04-05T14:59:55+00:00,original,71,31,1092,6
1908376823374766098,"@ThePath2Profit @armin404 Anyone who implies it was ""disrespectful "" is an idiot.",2025-04-05T04:31:05+00:00,original,0,0,11,0
1908376315054481485,@orangesqueeze_b @ThePath2Profit Thanks for the tip.,2025-04-05T04:29:04+00:00,original,0,1,8,1
1908376211195052165,"@guyinwashington @RetardioTradez @ThePath2Profit Hey clown... i was ahead and winning. I'm not complaining. It wasn't my contest, and I didn't shut it down because the other side cheated. So FO.",2025-04-05T04:28:39+00:00,original,0,1,7,0
1908375715893887126,@RetardioTradez @ThePath2Profit 🤡,2025-04-05T04:26:41+00:00,original,0,1,7,0
